2024-04-13 18:16:48,779 INFO    StreamThr :32912 [internal.py:wandb_internal():86] W&B internal server running at pid: 32912, started at: 2024-04-13 18:16:48.779104
2024-04-13 18:16:48,780 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status
2024-04-13 18:16:48,781 INFO    WriterThread:32912 [datastore.py:open_for_write():87] open: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\run-tovq09c0.wandb
2024-04-13 18:16:48,782 DEBUG   SenderThread:32912 [sender.py:send():382] send: header
2024-04-13 18:16:48,782 DEBUG   SenderThread:32912 [sender.py:send():382] send: run
2024-04-13 18:16:49,249 INFO    SenderThread:32912 [dir_watcher.py:__init__():211] watching files in: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files
2024-04-13 18:16:49,249 INFO    SenderThread:32912 [sender.py:_start_run_threads():1136] run started: tovq09c0 with start time 1713046608.236011
2024-04-13 18:16:49,259 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: check_version
2024-04-13 18:16:49,259 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: check_version
2024-04-13 18:16:49,594 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: run_start
2024-04-13 18:16:49,604 DEBUG   HandlerThread:32912 [system_info.py:__init__():27] System info init
2024-04-13 18:16:49,604 DEBUG   HandlerThread:32912 [system_info.py:__init__():42] System info init done
2024-04-13 18:16:49,604 INFO    HandlerThread:32912 [system_monitor.py:start():194] Starting system monitor
2024-04-13 18:16:49,604 INFO    SystemMonitor:32912 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-13 18:16:49,604 INFO    HandlerThread:32912 [system_monitor.py:probe():214] Collecting system info
2024-04-13 18:16:49,610 INFO    SystemMonitor:32912 [interfaces.py:start():190] Started cpu monitoring
2024-04-13 18:16:49,610 INFO    SystemMonitor:32912 [interfaces.py:start():190] Started disk monitoring
2024-04-13 18:16:49,614 DEBUG   HandlerThread:32912 [system_info.py:probe():151] Probing system
2024-04-13 18:16:49,615 INFO    SystemMonitor:32912 [interfaces.py:start():190] Started gpu monitoring
2024-04-13 18:16:49,623 INFO    SystemMonitor:32912 [interfaces.py:start():190] Started memory monitoring
2024-04-13 18:16:49,634 INFO    SystemMonitor:32912 [interfaces.py:start():190] Started network monitoring
2024-04-13 18:16:49,635 DEBUG   HandlerThread:32912 [system_info.py:_probe_git():136] Probing git
2024-04-13 18:16:49,685 DEBUG   HandlerThread:32912 [system_info.py:_probe_git():144] Probing git done
2024-04-13 18:16:49,686 DEBUG   HandlerThread:32912 [system_info.py:probe():199] Probing system done
2024-04-13 18:16:49,686 DEBUG   HandlerThread:32912 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-04-13T22:16:49.615861', 'startedAt': '2024-04-13T22:16:42.882185', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'git@github.com:CMUxiaoshi/DeepLearning.git', 'commit': 'fb659b7773f0276cb3c012cfc89f38274a1d51ae'}, 'email': 'sx1194217713@gmail.com', 'root': 'C:/Users/sx119/Desktop/DeepLearning', 'host': 'Xiao', 'username': 'sx119', 'executable': 'c:\\Users\\sx119\\.conda\\envs\\mypytorch\\python.exe', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 2400.0, 'min': 0.0, 'max': 2400.0}, 'cpu_freq_per_core': [{'current': 2400.0, 'min': 0.0, 'max': 2400.0}], 'disk': {'/': {'total': 933.0956993103027, 'used': 664.5618743896484}}, 'gpu': 'NVIDIA GeForce RTX 3080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Ti', 'memory_total': 12884901888}], 'memory': {'total': 31.796077728271484}}
2024-04-13 18:16:49,686 INFO    HandlerThread:32912 [system_monitor.py:probe():224] Finished collecting system info
2024-04-13 18:16:49,686 INFO    HandlerThread:32912 [system_monitor.py:probe():227] Publishing system info
2024-04-13 18:16:49,686 DEBUG   HandlerThread:32912 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-04-13 18:16:50,250 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\conda-environment.yaml
2024-04-13 18:16:52,217 DEBUG   HandlerThread:32912 [system_info.py:_save_conda():220] Saving conda packages done
2024-04-13 18:16:52,218 INFO    HandlerThread:32912 [system_monitor.py:probe():229] Finished publishing system info
2024-04-13 18:16:52,218 DEBUG   SenderThread:32912 [sender.py:send():382] send: files
2024-04-13 18:16:52,218 INFO    SenderThread:32912 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-04-13 18:16:52,227 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: python_packages
2024-04-13 18:16:52,227 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: stop_status
2024-04-13 18:16:52,227 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-13 18:16:52,227 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: python_packages
2024-04-13 18:16:52,228 DEBUG   SenderThread:32912 [sender.py:send_request():409] send_request: stop_status
2024-04-13 18:16:52,277 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\conda-environment.yaml
2024-04-13 18:16:52,277 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\wandb-metadata.json
2024-04-13 18:16:52,277 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\requirements.txt
2024-04-13 18:16:52,670 DEBUG   SenderThread:32912 [sender.py:send():382] send: telemetry
2024-04-13 18:16:52,821 INFO    wandb-upload_0:32912 [upload_job.py:push():131] Uploaded file C:\Users\sx119\AppData\Local\Temp\tmprptzi7i1wandb\kyuyefgk-wandb-metadata.json
2024-04-13 18:16:53,292 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
2024-04-13 18:16:54,698 DEBUG   HandlerThread:32912 [handler.py:handle_request():146] handle_request: status_report
2024-04-13 18:16:55,037 DEBUG   SenderThread:32912 [sender.py:send():382] send: telemetry
2024-04-13 18:16:55,305 INFO    Thread-31 :32912 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\sx119\Desktop\DeepLearning\HW4_Part1\hw4\wandb\run-20240413_181642-tovq09c0\files\output.log
